name,adres,website,telefoon,reviews_count,reviews_average,latitude,longitude
Rustburcht,"Strevelsweg 744-746, 3083 AT Rotterdam",rustburcht.nl,010 481 2313,329,4.1,51.8904447,4.4858636
LISA,"Annie M.G. Schmidtplein 4, 3083 NZ Rotterdam",lisarotterdam.nl,010 410 3208,1129,4.4,51.8876444,4.4572178
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8876444,4.4572178
Nguyen’s Kitchen Rotterdam,"Gooilandsingel 101, 3083 DP Rotterdam",nguyenskitchenrotterdam.com,010 229 1137,333,4.5,51.8876444,4.4572178
Het Witte Paard,"Groenezoom 245, 3075 GD Rotterdam",hetwittepaardrotterdam.nl,06 48219931,149,4.5,51.8876444,4.4572178
Vishandel Vreewijk,"Groenezoom 277, 3075 GE Rotterdam",,010 844 9675,156,4.6,51.8852425,4.4757602
Rustburcht,"Strevelsweg 744-746, 3083 AT Rotterdam",rustburcht.nl,010 481 2313,329,4.1,51.8852425,4.4757602
Restaurant Baskent,"Putselaan 242-244, 3073 JP Rotterdam",baskentrestaurant.net,010 485 6126,1732,4.7,51.8876408,4.4572178
Konyali Restaurant,"Putsebocht 113, 3073 HE Rotterdam",konyali.nl,010 484 6348,729,4.2,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10 A, 3073 JK Rotterdam",,06 42029016,7,5.0,51.8876408,4.4572178
Restaurant Mio Papà,"Mijnsherenlaan 9, 3081 GA Rotterdam",miopapa.nl,010 236 0300,265,4.0,51.8876408,4.4572178
Taibah Restaurant & Catering | مطعم طيبة,"Brede Hilledijk 132, 3072 NE Rotterdam",taibahrestaurant.nl,010 846 0795,410,4.5,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10A, 3073 JK Rotterdam",,06 42029016,0,0.0,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10 A, 3073 JK Rotterdam",,06 42029016,7,5.0,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10A, 3073 JK Rotterdam",,06 42029016,0,0.0,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10 A, 3073 JK Rotterdam",,06 42029016,7,5.0,51.8876408,4.4572178
Marshaale Restaurant,"Marentakstraat 10A, 3073 JK Rotterdam",,06 42029016,0,0.0,51.8876408,4.4572178
LouLou's Healthy Kitchen,"Beijerlandselaan 25D, 3074 EA Rotterdam",louloushealthykitchen.nl,010 845 8160,139,4.8,51.8876372,4.4572178
Mevlana Restaurant,"Beijerlandselaan 15, 3074 EA Rotterdam",mevlanarestaurant.nl,010 486 3705,317,4.3,51.8876372,4.4572178
Emirdag koftecisi,"Beijerlandselaan 157, 3074 EG Rotterdam",,010 818 3511,386,4.7,51.8876372,4.4572178
Botao by Modelo Fusion,"Beijerlandselaan 153, 3074 EG Rotterdam",,06 15208597,68,4.8,51.8876372,4.4572178
Simit and Cheese,"Beijerlandselaan 44A, 3074 EK Rotterdam",simitandcheese.nl,010 311 8181,2196,4.6,51.8876372,4.4572178
Restaurant Baskent,"Putselaan 242-244, 3073 JP Rotterdam",baskentrestaurant.net,010 485 6126,1732,4.7,51.8876372,4.4572178
Emirdag koftecisi,"Beijerlandselaan 157, 3074 EG Rotterdam",,010 818 3511,386,4.7,51.8876372,4.4572178
Botao by Modelo Fusion,"Beijerlandselaan 153, 3074 EG Rotterdam",,06 15208597,68,4.8,51.8876372,4.4572178
Emirdag koftecisi,"Beijerlandselaan 157, 3074 EG Rotterdam",,010 818 3511,386,4.7,51.8876372,4.4572178
Botao by Modelo Fusion,"Beijerlandselaan 153, 3074 EG Rotterdam",,06 15208597,68,4.8,51.8876372,4.4572178
De Oude Plek,"Pliniusstraat 18, 3076 AH Rotterdam",deoudeplek.nl,010 432 7420,594,4.7,51.8876066,4.3954169
Restaurant Thailand,"Zenostraat 208, 3076 AZ Rotterdam",eetcafethailand.nl,010 751 3788,620,4.7,51.8876066,4.3954169
Eterij & Tapperij Café het Haantje,"Bierens de Haanweg 12, 3076 DC Rotterdam",cafehethaantje.nl,010 419 7776,577,4.3,51.8876066,4.3954169
Sanna op Zuid,"Van Langendonckstraat 51, 3076 SH Rotterdam",sannaopzuid.nl,06 11323134,204,4.8,51.8876066,4.3954169
Wah Ying,"Bierens de Haanweg 34-36, 3076 DC Rotterdam",wahying.nl,010 432 7837,293,4.0,51.8876066,4.3954169
Grillroom Bol Bol Lombardijen,"Pliniusstraat 26, 3076 AH Rotterdam",bolbol.nl,010 432 2668,244,3.6,51.8876066,4.3954169
Die Kaiser,"Ruigewaard 55, 3078 AV Rotterdam",diekaiser.nl,010 479 0009,505,4.5,51.8879807,4.5191756
Cafe-Restaurant De Gouden Leeuw,"IJsselmondsehoofd 1, 3077 BP Rotterdam",goudenleeuwijsselmonde.nl,010 482 7569,348,4.4,51.8879807,4.5191756
Highway Restaurant,"Herenwaard 2, 3078 AK Rotterdam",highwayrestaurant.nl,010 230 6461,162,3.9,51.8879807,4.5191756
De Oude Plek,"Pliniusstraat 18, 3076 AH Rotterdam",deoudeplek.nl,010 432 7420,594,4.7,51.8879807,4.5191756
Helai,"Piet Smitkade 160, 3077 MJ Rotterdam",helai.nl,010 482 3466,2216,4.3,51.8768094,4.4892141
Restaurant Smeetsland,"Pietersdijk 60, 3079 TD Rotterdam",,088 823 1003,10,3.7,51.8970018,4.4915584
Die Kaiser,"Ruigewaard 55, 3078 AV Rotterdam",diekaiser.nl,010 479 0009,505,4.5,51.8763849,4.517789
Cafe-Restaurant De Gouden Leeuw,"IJsselmondsehoofd 1, 3077 BP Rotterdam",goudenleeuwijsselmonde.nl,010 482 7569,348,4.4,51.8763849,4.517789
Highway Restaurant,"Herenwaard 2, 3078 AK Rotterdam",highwayrestaurant.nl,010 230 6461,162,3.9,51.9013528,4.5122286
De Oude Plek,"Pliniusstraat 18, 3076 AH Rotterdam",deoudeplek.nl,010 432 7420,594,4.7,51.9013528,4.5122286
Restaurant Smeetsland,"Pietersdijk 60, 3079 TD Rotterdam",,088 823 1003,10,3.7,51.8956489,4.4914013
Golden Palace,"Emelissedijk 247-249, 3079 HA Rotterdam",,010 483 1450,404,4.2,51.8763849,4.517789
Oniku Rotterdam,"Puck van Heelstraat 155, 3077 MG Rotterdam",oniku.nl,010 261 5251,796,4.0,51.8763849,4.517789
burritolekkerland.nl,"Kouwenoord 75, 3079 LG Rotterdam",burritolekkerland.nl,010 479 7800,95,4.0,51.8972923,4.4895264
Restaurant Malakka,"Puck van Heelstraat 154, 3077 MG Rotterdam",malakka.nl,010 483 3488,1430,4.1,51.883003,4.5170531
99Food,"Kreekplein 38, 3079 AB Rotterdam",,010 226 4663,14,4.4,51.8972068,4.4889522
Restaurant Thailand,"Zenostraat 208, 3076 AZ Rotterdam",eetcafethailand.nl,010 751 3788,620,4.7,51.8972068,4.4889522
Die Kaiser,"Ruigewaard 55, 3078 AV Rotterdam",diekaiser.nl,010 479 0009,505,4.5,51.8972068,4.4889522
Die Kaiser,"Ruigewaard 55, 3078 AV Rotterdam",diekaiser.nl,010 479 0009,505,4.5,51.8861053,4.5096289
Highway Restaurant,"Herenwaard 2, 3078 AK Rotterdam",highwayrestaurant.nl,010 230 6461,162,3.9,51.8861053,4.5096289
De Oude Plek,"Pliniusstraat 18, 3076 AH Rotterdam",deoudeplek.nl,010 432 7420,594,4.7,51.8861053,4.5096289
Restaurant Smeetsland,"Pietersdijk 60, 3079 TD Rotterdam",,088 823 1003,10,3.7,51.8956505,4.4914015
Golden Palace,"Emelissedijk 247-249, 3079 HA Rotterdam",,010 483 1450,404,4.2,51.8763849,4.517789
burritolekkerland.nl,"Kouwenoord 75, 3079 LG Rotterdam",burritolekkerland.nl,010 479 7800,95,4.0,51.8961547,4.4910646
Restaurant Malakka,"Puck van Heelstraat 154, 3077 MG Rotterdam",malakka.nl,010 483 3488,1430,4.1,51.8972068,4.4889522
Cafe-Restaurant De Gouden Leeuw,"IJsselmondsehoofd 1, 3077 BP Rotterdam",goudenleeuwijsselmonde.nl,010 482 7569,348,4.4,51.8972068,4.4889522
Helai,"Piet Smitkade 160, 3077 MJ Rotterdam",helai.nl,010 482 3466,2216,4.3,51.8771178,4.4898913
Restaurant Smeetsland,"Pietersdijk 60, 3079 TD Rotterdam",,088 823 1003,10,3.7,51.8970018,4.4915584
Golden Palace,"Emelissedijk 247-249, 3079 HA Rotterdam",,010 483 1450,404,4.2,51.8763849,4.517789
burritolekkerland.nl,"Kouwenoord 75, 3079 LG Rotterdam",burritolekkerland.nl,010 479 7800,95,4.0,51.8963892,4.4907475
Oud Pom Lai,"Oude Watering 282, 3077 RD Rotterdam",pomlairotterdam.nl,010 479 0231,105,3.7,51.8971762,4.4271514
Eethuis Saron,"Beesdestraat 74, 3077 HB Rotterdam",,010 314 4007,26,4.7,51.8971762,4.4271514
De Bever Bistro,"Oude Watering 290, 3077 RD Rotterdam",,010 341 5680,22,3.8,51.8971762,4.4271514
Verhage Beverwaard,"Oude Watering 274, 3077 RD Rotterdam",mijnverhage.nl,010 483 2426,260,4.0,51.8971762,4.4271514
Highway Restaurant,"Herenwaard 2, 3078 AK Rotterdam",highwayrestaurant.nl,010 230 6461,162,3.9,51.8971762,4.4271514
Popi John Internationaal,"Oude Watering 200, 3077 RD Rotterdam",,,8,4.4,51.8971762,4.4271514
Eethuis Saron,"Beesdestraat 74, 3077 HB Rotterdam",,010 314 4007,26,4.7,51.8971762,4.4271514
De Bever Bistro,"Oude Watering 290, 3077 RD Rotterdam",,010 341 5680,22,3.8,51.8971762,4.4271514
Popi John Internationaal,"Oude Watering 200, 3077 RD Rotterdam",,,8,4.4,51.8971762,4.4271514
Pizzabar by 64,"Nieuwenoord 277, 3079 LK Rotterdam",pizzabarby64.nl,06 15355528,14,5.0,51.8971762,4.4271514
Olive Garden Kitchen & Bar,"Generaal Smutsstraat 35, 2987 XW Ridderkerk",eatbu.com,0180 472 010,320,4.5,51.8971762,4.4271514
Pizzeria 010,"Oude Watering 277, 3077 RG Rotterdam",shoarmapizzeria010.nl,010 846 6505,119,3.8,51.8971762,4.4271514
Die Kaiser,"Ruigewaard 55, 3078 AV Rotterdam",diekaiser.nl,010 479 0009,505,4.5,51.8971762,4.4271514
De Oude Plek,"Pliniusstraat 18, 3076 AH Rotterdam",deoudeplek.nl,010 432 7420,594,4.7,51.8971762,4.4271514
Cafe-Restaurant De Gouden Leeuw,"IJsselmondsehoofd 1, 3077 BP Rotterdam",goudenleeuwijsselmonde.nl,010 482 7569,348,4.4,51.8971762,4.4271514
Eethuis Saron,"Beesdestraat 74, 3077 HB Rotterdam",,010 314 4007,26,4.7,51.8971762,4.4271514
De Bever Bistro,"Oude Watering 290, 3077 RD Rotterdam",,010 341 5680,22,3.8,51.8971762,4.4271514
Popi John Internationaal,"Oude Watering 200, 3077 RD Rotterdam",,,8,4.4,51.8971762,4.4271514
Jofel Prinsenland,"Mia van IJperenplein 259, 3065 JK Rotterdam",jofeletenendrinken.nl,010 447 2231,946,4.3,51.8971187,4.4271512
Samalain,"Prinsenlaan 666, 3066 KG Rotterdam",samalain.nl,010 251 8288,584,4.5,51.8971187,4.4271512
Belle Sorelle,"Prinsenlaan 101, 3067 TV Rotterdam",bellesorelle-rotterdam.nl,010 303 1281,205,4.3,51.8971187,4.4271512
Eten bij LOO,"Jan Bijloostraat 25-27, 3067 AZ Rotterdam",etenbijloo.nl,010 421 2000,547,4.1,51.8971187,4.4271512
Kwalitaria Prinsenland - Rotterdam,"Mia van IJperenplein 12, 3065 JK Rotterdam",kwalitaria.nl,010 313 4972,372,4.0,51.8971187,4.4271512
Snackbar de Prins,"Rietkerkweg 7, 3066 TN Rotterdam",,010 456 1152,45,4.8,51.8971187,4.4271512
Samalain,"Prinsenlaan 666, 3066 KG Rotterdam",samalain.nl,010 251 8288,584,4.5,51.8970611,4.427151
Eten bij LOO,"Jan Bijloostraat 25-27, 3067 AZ Rotterdam",etenbijloo.nl,010 421 2000,547,4.1,51.8970611,4.427151
Bamyan Culinary,"Jacob van Campenplein 33, 3067 LA Rotterdam",,010 840 9058,227,4.7,51.8970611,4.427151
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.8970611,4.427151
Lake House Rotterdam,"Bergsebosdreef 6, 2661 GN Bergschenhoek",lakehouserotterdam.nl,010 223 5381,1430,4.0,51.967659,4.4097795
Waasdorp Vis Lage Land,"Samuel Esmeijerplein 39, 3067 AP Rotterdam",waasdorpvislageland.nl,010 421 2111,189,4.6,51.967659,4.4097795
Samalain,"Prinsenlaan 666, 3066 KG Rotterdam",samalain.nl,010 251 8288,584,4.5,51.967659,4.4097795
Eten bij LOO,"Jan Bijloostraat 25-27, 3067 AZ Rotterdam",etenbijloo.nl,010 421 2000,547,4.1,51.967659,4.4097795
Bamyan Culinary,"Jacob van Campenplein 33, 3067 LA Rotterdam",,010 840 9058,227,4.7,51.967659,4.4097795
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.967659,4.4097795
T Lage Land,"Hanrathstraat 16, 3067 CH Rotterdam",cafehetlageland.eatbu.com,,57,4.5,51.967659,4.4097795
Shiki Sushi & Lounge,"Prins Alexanderlaan 37a, 3068 PN Rotterdam",restaurantshiki.com,010 720 0856,1274,4.2,51.967659,4.4097795
Eetcafé Prins Alexander,"Metaalhof 52, 3067 GM Rotterdam",eetcafeprinsalexander.nl,010 220 6111,76,3.7,51.967659,4.4097795
La Punta,"Berlagestraat 3, 3067 CB Rotterdam",lapunta.nl,010 223 1883,303,4.4,51.967659,4.4097795
Neptune,"Samuel Esmeijerplein 2, 3067 HP Rotterdam",restaurantneptune.com,010 420 5319,301,4.3,51.967659,4.4097795
Shoarma Grillroom Alexandria,"Jacob van Campenplein 63, 3067 LA Rotterdam",grillroom-alexandria.nl,010 455 5780,162,4.4,51.967659,4.4097795
Bamyan Culinary,"Jacob van Campenplein 33, 3067 LA Rotterdam",,010 840 9058,227,4.7,51.967659,4.4097795
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.9558223,4.5164345
Otto Hahn,"Binnenhof 14, 3069 KV Rotterdam",ottohahn.nl,010 455 1188,784,4.4,51.9558223,4.5164345
Brasserie LEF,"Hesseplaats 102 a-b, 3068 EA Rotterdam",brasserie-lef.nl,010 420 1500,843,4.4,51.960334,4.4984121
Kostas de Griek,"Hesseplaats 51, 3069 EA Rotterdam",kostasdegriek.nl,010 420 4433,1086,4.2,51.960334,4.4984121
Dichtbij het hart,"Pearl Buckplaats 35, 3069 BZ Rotterdam",dichtbijhethart.nl,06 33346887,155,4.6,51.962731,4.5167601
Grillrestaurant Exodus,"Binnenhof 78, 3069 KV Rotterdam",exodusgrill.nl,010 420 9490,169,4.1,51.962731,4.5167601
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.9603333,4.4982418
Otto Hahn,"Binnenhof 14, 3069 KV Rotterdam",ottohahn.nl,010 455 1188,784,4.4,51.967659,4.5179262
Restaurant 7Kamp,"Ambachtsplein 12, 3068 GV Rotterdam",bestellen.restaurant7kamp.nl,010 420 2058,52,4.0,51.9627274,4.5167601
Alfanos,"Rietdekkerweg 12, 3068 GW Rotterdam",alfanos.nl,010 420 7628,973,3.4,51.9651778,4.5355331
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.9651778,4.5355331
Snackkiosk Zevenkamp,"Zevenkampseweg 20, 3068 TV Rotterdam",facebook.com,010 421 7925,305,4.5,51.967659,4.5179262
Nieuw Ambachtshuis,"Griendwerkerstraat 5, 3068 GZ Rotterdam",,06 41545724,46,4.5,51.967659,4.5179262
Que Rico Venezuelan food,"Aart van der Leeuwstraat 7, 3069 WH Rotterdam",,06 84716712,5,5.0,51.967659,4.5179262
Restaurant 7Kamp,"Ambachtsplein 12, 3068 GV Rotterdam",bestellen.restaurant7kamp.nl,010 420 2058,52,4.0,51.967659,4.5179262
Alfanos,"Rietdekkerweg 12, 3068 GW Rotterdam",alfanos.nl,010 420 7628,973,3.4,51.967659,4.5179262
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.9658259,4.5358978
Nieuw Ambachtshuis,"Griendwerkerstraat 5, 3068 GZ Rotterdam",,06 41545724,46,4.5,51.967659,4.5179262
Que Rico Venezuelan food,"Aart van der Leeuwstraat 7, 3069 WH Rotterdam",,06 84716712,5,5.0,51.967659,4.5179262
Brasserie LEF,"Hesseplaats 102 a-b, 3068 EA Rotterdam",brasserie-lef.nl,010 420 1500,843,4.4,51.967659,4.5179262
Brasserie Lookies,"Maltaplein 2, 3059 XW Rotterdam",lookies.nl,010 222 4811,1107,4.1,51.967659,4.5179262
Verhage Zevenkamp,"Zevenkampse Ring 749-751, 3069 MD Rotterdam",mijnverhage.nl,010 421 0324,338,4.2,51.980663,4.5456931
Star Food,"Imkerstraat 12, 3068 GX Rotterdam",,010 455 6233,145,4.0,51.965512,4.526738
Storm Beachbar & Bistro,"Kosboulevard 35, 3059 XZ Rotterdam",storm-nesselande.nl,010 307 5801,230,4.0,51.965512,4.526738
Kostas de Griek,"Hesseplaats 51, 3069 EA Rotterdam",kostasdegriek.nl,010 420 4433,1086,4.2,51.965512,4.526738
Restaurant 7Kamp,"Ambachtsplein 12, 3068 GV Rotterdam",bestellen.restaurant7kamp.nl,010 420 2058,52,4.0,51.965512,4.526738
Alfanos,"Rietdekkerweg 12, 3068 GW Rotterdam",alfanos.nl,010 420 7628,973,3.4,51.965512,4.526738
Restaurant Cathay BV,"Martin Luther Kingweg 7, 3069 EW Rotterdam",restaurantcathay.nl,010 455 1333,2511,4.2,51.965512,4.526738
Snackkiosk Zevenkamp,"Zevenkampseweg 20, 3068 TV Rotterdam",facebook.com,010 421 7925,305,4.5,51.965512,4.526738
Nieuw Ambachtshuis,"Griendwerkerstraat 5, 3068 GZ Rotterdam",,06 41545724,46,4.5,51.965512,4.526738
Que Rico Venezuelan food,"Aart van der Leeuwstraat 7, 3069 WH Rotterdam",,06 84716712,5,5.0,51.965512,4.526738
Brasserie LEF,"Hesseplaats 102 a-b, 3068 EA Rotterdam",brasserie-lef.nl,010 420 1500,843,4.4,51.965512,4.526738
Brasserie Lookies,"Maltaplein 2, 3059 XW Rotterdam",lookies.nl,010 222 4811,1107,4.1,51.965512,4.526738
Verhage Zevenkamp,"Zevenkampse Ring 749-751, 3069 MD Rotterdam",mijnverhage.nl,010 421 0324,338,4.2,51.965512,4.526738
Hawaiian Poké Bowl - Rotterdam Alexandrium,"Watermanweg 351, 3067 GG Rotterdam",tastehawaiian.com,085 303 4508,113,4.8,51.9655084,4.526738
Ekmekci Alexandrium,"Watermanweg 343, 3067 GA Rotterdam",ekmekci.nl,010 236 0680,947,4.4,51.9655084,4.526738
Restaurant De Beren Rotterdam Alexandrium,"Poolsterplein 155-156, 3067 LW Rotterdam",beren.nl,010 310 4780,560,3.8,51.9655084,4.526738
Viet Foods,"Watermanweg 120, 3067 GG Rotterdam",,010 228 0075,104,4.1,51.9655084,4.526738
Viet Foods,"Watermanweg 120, 3067 GG Rotterdam",,010 228 0075,104,4.1,51.9655084,4.526738
Saté Bread and more,"Poolsterplein 167, 3067 LW Rotterdam",satebreadmore-rotterdam.nl,06 24879698,156,4.5,51.9655084,4.526738
Brasserie Lookies,"Maltaplein 2, 3059 XW Rotterdam",lookies.nl,010 222 4811,1107,4.1,51.9655048,4.526738
Guay Rotterdam,"Siciliëboulevard 710/712, 3059 XT Rotterdam",guayrotterdam.nl,0180 769 240,222,4.3,51.980663,4.5456931
Storm Beachbar & Bistro,"Kosboulevard 35, 3059 XZ Rotterdam",storm-nesselande.nl,010 307 5801,230,4.0,51.980663,4.5456931
Mamamo Nesselande,"Maltaplein 17, 3059 XW Rotterdam",mamamo.nl,010 846 0148,252,4.3,51.980663,4.5456931
Mister Pita | Heerlijk Grieks Genieten!,"Corsicalaan 27, 3059 XX Rotterdam",misterpita.nl,010 314 1151,591,4.6,51.980663,4.5456931
L'Italiano,"Siciliëboulevard 706, 3059 XT Rotterdam",l-italiano.nl,010 455 0109,214,4.1,51.980663,4.5456931
Brasserie Lookies,"Maltaplein 2, 3059 XW Rotterdam",lookies.nl,010 222 4811,1107,4.1,51.980663,4.5456931
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8903364,4.4607411
UfO Restaurant,"Doklaan 30, 3081 AD Rotterdam",uforestaurant.nl,010 313 7313,628,4.4,51.8903364,4.4607411
Restaurant Baskent,"Putselaan 242-244, 3073 JP Rotterdam",baskentrestaurant.net,010 485 6126,1732,4.7,51.8935727,4.4390616
Nguyen’s Kitchen Rotterdam,"Gooilandsingel 101, 3083 DP Rotterdam",nguyenskitchenrotterdam.com,010 229 1137,333,4.5,51.8971743,4.4598402
Restaurant Mio Papà,"Mijnsherenlaan 9, 3081 GA Rotterdam",miopapa.nl,010 236 0300,265,4.0,51.8971743,4.4598402
Restobar Ta Lois,"Grondherendijk 1, 3082 DD Rotterdam",instagram.com,010 841 3179,63,4.9,51.8971743,4.4598402
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8944815,4.4295464
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8891038,4.4556033
La Hermana,"Havenhoofd 23, 2993 EK Barendrecht",lahermana.nl,0180 210 210,513,4.6,51.8971707,4.4598402
Beymen Rotterdam Zuidplein - Restaurant & Café,"Zuidplein 116, 3083 CX Rotterdam",beymenrotterdam.nl,010 760 6030,2099,4.1,51.8466364,4.4610855
UfO Restaurant,"Doklaan 30, 3081 AD Rotterdam",uforestaurant.nl,010 313 7313,628,4.4,51.8893512,4.4520901
LISA,"Annie M.G. Schmidtplein 4, 3083 NZ Rotterdam",lisarotterdam.nl,010 410 3208,1129,4.4,51.8893512,4.4520901
Restaurant De Drie Geboden,"Havenhoofd 19, 2993 EK Barendrecht",dedriegeboden.nl,0180 618 664,401,4.3,51.8893512,4.4520901
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8467313,4.4612178
La Hermana,"Havenhoofd 23, 2993 EK Barendrecht",lahermana.nl,0180 210 210,513,4.6,51.8891038,4.4556033
Beymen Rotterdam Zuidplein - Restaurant & Café,"Zuidplein 116, 3083 CX Rotterdam",beymenrotterdam.nl,010 760 6030,2099,4.1,51.8893512,4.4520901
Lounge Restaurant Sultan,"Zuidplein 109, 3083 CN Rotterdam",sultanrotterdam.nl,010 485 9100,2352,4.2,51.8467603,4.4612116
Beymen Rotterdam Zuidplein - Restaurant & Café,"Zuidplein 116, 3083 CX Rotterdam",beymenrotterdam.nl,010 760 6030,2099,4.1,51.8466653,4.4610818
BBQ HALAB مشاوي حلب,"Langenhorst 251, 3085 HE Rotterdam",,06 57010742,5,5.0,51.8467007,4.3994169
Nafoura Restaurant ( مطعم نافورة ),"Meyenhage 304, 3085 CH Rotterdam",nafourarestaurant.nl,010 818 1184,574,4.5,51.8467007,4.3994169
Nirvana by Hkiki Restaurant,"Oldegaarde 345, 3084 AA Rotterdam",nirvanarestaurant.nl,010 313 2729,1363,4.5,51.8467007,4.3994169
Hermanos Burgers & Shakes,"Slinge 159, 3085 ER Rotterdam",thuisbezorgd.nl,010 223 9643,162,4.3,51.8467007,4.3994169
Doydoy Doner & Pizza,"Asterlo 29-31, 3085 AD Rotterdam",,,1,5.0,51.8467007,4.3994169
Pizzeria Spaghetteria Il Carretto,"Vaerhorst 12 A, 3085 HS Rotterdam",ilcarretto.nl,010 481 0765,648,4.5,51.8467007,4.3994169
BBQ HALAB مشاوي حلب,"Langenhorst 251, 3085 HE Rotterdam",,06 57010742,5,5.0,51.8467007,4.3994169
Brasserie Koriander,"Kromme Zandweg 79, 3082 PZ Rotterdam",brasseriekoriander.nl,010 428 2843,1080,4.4,51.8838612,4.4536
Restobar Ta Lois,"Grondherendijk 1, 3082 DD Rotterdam",instagram.com,010 841 3179,63,4.9,51.8834612,4.4335033
UfO Restaurant,"Doklaan 30, 3081 AD Rotterdam",uforestaurant.nl,010 313 7313,628,4.4,51.8834612,4.4335033
Tante Sjaar,"Mezenhof 1, 3082 ZE Rotterdam",tantesjaar.nl,06 12992555,471,4.6,51.8834612,4.4335033
Hof Van Charlois,"Charloisse Kerksingel 2, 3082 DA Rotterdam",hofvancharlois.nl,,7,5.0,51.8834612,4.4335033
Turks Restaurant Kasap Rotterdam,"Charloisse Hoofd 28, 3087 CA Rotterdam",kasap.nl,010 229 8948,165,3.8,51.8834612,4.4335033
Brasserie Koriander,"Kromme Zandweg 79, 3082 PZ Rotterdam",brasseriekoriander.nl,010 428 2843,1080,4.4,51.8834612,4.4335033
Visspecialiteiten De Oceaan,"Plein 1953 1, 3086 ED Rotterdam",,010 480 4080,894,4.6,51.8834576,4.4335033
La Ventana Cuisine,"Papendrechtstraat 12, 3086 WN Rotterdam",,06 85802886,4,5.0,51.8834576,4.4335033
Nafoura Restaurant ( مطعم نافورة ),"Meyenhage 304, 3085 CH Rotterdam",nafourarestaurant.nl,010 818 1184,574,4.5,51.8834576,4.4335033
Dem Dem,"Plein 1953 51, 3086 EE Rotterdam",,010 480 7975,163,4.4,51.8834576,4.4335033
Mario Pizzeria-Restaurante,"Plein 1953 58, 3086 EE Rotterdam",restaurantmario.nl,010 210 0151,145,3.5,51.8834576,4.4335033
Nirvana by Hkiki Restaurant,"Oldegaarde 345, 3084 AA Rotterdam",nirvanarestaurant.nl,010 313 2729,1363,4.5,51.8834576,4.4335033
Visspecialiteiten De Oceaan,"Plein 1953 1, 3086 ED Rotterdam",,010 480 4080,894,4.6,51.8834576,4.4335033
La Ventana Cuisine,"Papendrechtstraat 12, 3086 WN Rotterdam",,06 85802886,4,5.0,51.8834576,4.4335033
Dem Dem,"Plein 1953 51, 3086 EE Rotterdam",,010 480 7975,163,4.4,51.8834576,4.4335033
Restaurant Rondo,"Zijpe 19, 3086 HZ Rotterdam",restaurantrondo.nl,010 786 7476,4,3.3,51.8834576,4.4335033
Restaurant Ela,"Baarlandhof 48, 3086 EB Rotterdam",,,0,0.0,51.8834576,4.4335033
Jeffrey's fastfood,"Krabbendijkestraat 95, 3086 LP Rotterdam",,010 751 0517,384,4.5,51.8834576,4.4335033
Pak Kai,"Zijpe 8, 3086 HZ Rotterdam",pakkai-rotterdam.nl,010 481 3218,142,4.3,51.8834576,4.4335033
Tante Sjaar,"Mezenhof 1, 3082 ZE Rotterdam",tantesjaar.nl,06 12992555,471,4.6,51.8834576,4.4335033
Brasserie Koriander,"Kromme Zandweg 79, 3082 PZ Rotterdam",brasseriekoriander.nl,010 428 2843,1080,4.4,51.8834576,4.4335033
La Ventana Cuisine,"Papendrechtstraat 12, 3086 WN Rotterdam",,06 85802886,4,5.0,51.8834576,4.4335033
Dem Dem,"Plein 1953 51, 3086 EE Rotterdam",,010 480 7975,163,4.4,51.8834576,4.4335033
La Cocotte,"Nieuwe Langeweg 21, 3194 DC Hoogvliet Rotterdam",lacocotte.nl,010 416 2473,791,4.3,51.883427,4.3717024
